"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Service Registry Service Providers","0","Service Providers Registry","2","0","pagoPA retrieves service providers registry","0"
"0","RTP Callback","3","RTP Callback DS_08","2","0","Service provider sends a callback referred to an RTP","0"
"0","RTP Callback","1","RTP Callback DS_08","0","0","Service provider sends a callback referred to an RTP with status ACWC","0"
"0","Authentication","0","Authentication Token Retrieval","9","0","Service Provider authentication","0"
"0","GPD Availability","2","Create Debt Positions happy path","0","0","Create Debt Position","0"
"0","Debtor Takeover","1","Takeover unhappy path","0","0","Takeover fails because of nonsensical body","0"
"0","Service Registry Payees","1","Payees Registry","1","0","pagoPA retrieves payees registry","0"
"0","RTP Callback","3","RTP Callback DS_12N","0","0","Service provider sends an RFC callback with RJCR status","0"
"0","RTP Activation Security","2","Activation Security","0","0","Admin role can read activations across all Service Providers","0"
"0","Debtor Activation","6","Activation","2","0","List Activations","0"
"0","Debtor Takeover","1","Takeover unhappy path","0","0","Takeover fails because of wrong SP token","0"
"0","RTP GPD Message","6","GPD Message API","0","0","Consumer sends DELETE message to Sender after CREATE","0"
"0","RTP Callback","1","RTP Callback DS_04b","2","0","Service provider sends a callback referred to an RTP","0"
"0","POSTE Availability","0","RTP Send","1","0","Service provider sends an RTP to POSTE directly","0"
"0","CBI Availability","0","RTP Send","2","0","Service provider sends an RTP to CBI","0"
"0","Debtor Takeover","1","Takeover unhappy path","0","0","Takeover fails because of empty OTP","0"
"0","RTP GPD Message","1","GPD Message API","0","0","Consumer sends RTP message to Sender","0"
"0","RTP GPD Message","7","GPD Message API","0","0","Consumer sends DELETE message to Sender after CREATE and UPDATE","0"
"0","RTP Activation Security","2","Activation Security","0","0","Prevent unauthorized access to activations by different Service Providers","0"
"0","Debtor Takeover","1","Takeover unhappy path","0","0","Takeover fails because of reused OTP","0"
"0","RTP GPD Message","13","GPD Message API","0","0","Consumer sends RTP message to Sender with different statuses","0"
"0","Debtor Takeover","1","Takeover unhappy path","0","0","Takeover fails because of missing OTP","0"
"0","Debtor Takeover","1","Takeover unhappy path","0","0","Takeover fails because of unauthenticated SP","0"
"0","RTP Callback","3","RTP Callback DS_12P","0","0","Service provider sends an RFC callback with CNCL status","0"
"0","Debtor Activation","6","Activation","0","0","Debtor activation","0"
"0","RTP Send","1","RTP Send","0","0","Service provider sends an RTP with synchronous ACTC response","0"
"0","POSTE Availability","2","RTP Send","1","0","Service provider sends an RTP to POSTE","0"
"0","GPD Availability","2","Update Debt Positions happy path","0","0","Update Debt Position","0"
"0","Debtor Activation","3","Activation","1","0","Get Debtor activation by ID","0"
"0","","0","RTP Get","1","0","Service provider retrieves an RTP","0"
"0","RTP Send","3","RTP Send","0","0","Service provider sends an RTP","0"
"0","Debtor Takeover","1","Takeover happy path","0","0","Takeover","0"
"0","RTP Cancel","1","RTP Cancel","1","0","Service provider cancels RTP","0"
"0","RTP Get","2","RTP Delivery Status","1","0","Payee checks whether an RTP was delivered","0"
"0","ICCREA Availability","1","RTP Send","0","0","Service provider sends an RTP to ICCREA directly","0"
"0","RTP Availability","1","RTP Service Provider Mock","1","0","Send an RTP to mocked Service Provider","0"
"0","RTP Webform Availability","0","Web page","1","0","The RTP web page is reachable","0"
"0","RTP Send","1","RTP Send","0","0","Service provider sends an RTP to a provider through Sender","0"
"0","GPD Availability","2","Delete Debt Positions happy path","0","0","Delete Debt Position","0"
"0","RTP Send","2","RTP Send","0","0","Service provider sends an RTP to a provider","0"
"0","RTP Get","1","RTP Get","2","0","Service provider retrieves an RTP","0"
"0","Poste Availability","0","Authentication Token Retrieval","1","0","Client authenticates to POSTE","0"
"0","RTP Send","1","RTP Send","0","0","Service provider sends an RTP to a non-activated debtor","0"
"0","RTP Callback","1","RTP Callback DS_05","0","0","Service provider sends a callback referred to an RTP with status ACTC","0"
"0","Debtor Takeover","1","Takeover unhappy path","0","0","Takeover fails because of valid OTP","0"
"0","CBI Availability","0","Authentication Token Retrieval","1","0","Client authenticates to CBI","0"
"0","Debtor Deactivation","1","Deactivation","0","0","Debtor deactivation","0"
"0","RTP Send","1","RTP Send","0","0","Service provider sends an RTP with synchronous RJCT response","0"
"0","","2","Deactivation","0","0","Debtor deactivation","0"
"0","CBI Availability","1","RTP Send","0","0","Service provider sends an RTP to CBI directly","0"
"0","Debtor Takeover","1","Takeover unhappy path","0","0","Takeover fails because of OTP bound to different payer","0"
"0","Authentication","0","Authentication Token Retrieval","1","0","Service Provider authenticated","0"
"0","Debtor Takeover","0","Takeover happy path","1","0","Takeover Notification","0"
